timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,bytes,Latency,Hostname,"UUID"
2013/11/27 13:31:42.553,64,Get show image,200,OK,Thread Group 1-8,true,29825,32,CACSVM-12354.local,119
2013/11/27 13:31:40.735,1889,Call ajax,200,OK,Thread Group 1-53,true,168374,93,CACSVM-12354.local,190
2013/11/27 13:31:42.066,573,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-62,true,64261,69,CACSVM-12354.local,156
2013/11/27 13:31:42.557,83,Get show image,200,OK,Thread Group 1-9,true,29825,38,CACSVM-12354.local,58
2013/11/27 13:31:41.139,1517,Call ajax,200,OK,Thread Group 1-85,true,168374,71,CACSVM-12354.local,181
2013/11/27 13:31:41.308,1359,Get img-s49281a147f.png,200,OK,Thread Group 1-87,true,24351,373,CACSVM-12354.local,89
2013/11/27 13:31:40.153,2516,Get Antonio-Light.woff,200,OK,Thread Group 1-42,true,43894,368,CACSVM-12354.local,129
2013/11/27 13:31:36.947,5744,Get Antonio-Regular.woff,200,OK,Thread Group 1-12,true,43430,72,CACSVM-12354.local,128
2013/11/27 13:31:42.605,86,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-83,true,2898,86,CACSVM-12354.local,85
2013/11/27 13:31:41.260,1501,Get html,200,OK,Thread Group 1-72,true,168374,75,CACSVM-12354.local,204
2013/11/27 13:31:42.595,167,Get spinner.gif,200,OK,Thread Group 1-57,true,6863,92,CACSVM-12354.local,112
2013/11/27 13:31:42.673,94,Get show image,200,OK,Thread Group 1-87,true,29825,61,CACSVM-12354.local,89
2013/11/27 13:31:41.349,1426,Get Roboto-Light.woff,200,OK,Thread Group 1-19,true,71137,73,CACSVM-12354.local,165
2013/11/27 13:31:39.574,3202,Get Antonio-Light.ttf,200,OK,Thread Group 1-67,true,46906,83,CACSVM-12354.local,146
2013/11/27 13:31:40.392,2384,Get Antonio-Light.ttf,200,OK,Thread Group 1-18,true,46906,597,CACSVM-12354.local,158
2013/11/27 13:31:42.641,157,Get spinner.gif,200,OK,Thread Group 1-9,true,6863,90,CACSVM-12354.local,58
2013/11/27 13:31:42.763,66,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-57,true,2898,66,CACSVM-12354.local,112
2013/11/27 13:31:41.439,1422,Get Antonio-Light.ttf,200,OK,Thread Group 1-99,true,46906,93,CACSVM-12354.local,188
2013/11/27 13:31:39.491,3387,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-76,true,64261,424,CACSVM-12354.local,78
2013/11/27 13:31:40.074,2807,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-55,true,64261,68,CACSVM-12354.local,150
2013/11/27 13:31:37.858,5050,Get Roboto-Medium.woff,200,OK,Thread Group 1-25,true,70569,104,CACSVM-12354.local,166
2013/11/27 13:31:42.768,164,Get spinner.gif,200,OK,Thread Group 1-87,true,6863,84,CACSVM-12354.local,89
2013/11/27 13:31:41.976,986,Get Roboto-Medium.woff,200,OK,Thread Group 1-29,true,70569,68,CACSVM-12354.local,178
2013/11/27 13:31:40.329,2654,Get Antonio-Light.woff,200,OK,Thread Group 1-36,true,43894,351,CACSVM-12354.local,36
2013/11/27 13:31:41.618,1372,Get Roboto-Medium.woff,200,OK,Thread Group 1-80,true,70569,92,CACSVM-12354.local,171
2013/11/27 13:31:39.544,3467,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-77,true,64261,64,CACSVM-12354.local,155
2013/11/27 13:31:42.933,83,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-87,true,2898,83,CACSVM-12354.local,89
2013/11/27 13:31:42.191,858,Call ajax,200,OK,Thread Group 1-1,true,168374,99,CACSVM-12354.local,195
2013/11/27 13:31:39.403,3654,Call ajax,200,OK,Thread Group 1-26,true,168381,54,CACSVM-12354.local,145
2013/11/27 13:31:41.238,1900,Get html,200,OK,Thread Group 1-59,true,168374,920,CACSVM-12354.local,203
2013/11/27 13:31:40.734,2405,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-45,true,64261,85,CACSVM-12354.local,168
2013/11/27 13:31:39.193,3975,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-7,true,64261,78,CACSVM-12354.local,126
2013/11/27 13:31:38.648,4529,Get Antonio-Light.ttf,200,OK,Thread Group 1-6,true,46906,99,CACSVM-12354.local,142
2013/11/27 13:31:42.617,582,Get spinner.gif,200,OK,Thread Group 1-8,true,6863,86,CACSVM-12354.local,119
2013/11/27 13:31:40.781,2426,Call ajax,200,OK,Thread Group 1-70,true,168374,381,CACSVM-12354.local,177
2013/11/27 13:31:42.962,246,Get Antonio-Light.woff,200,OK,Thread Group 1-29,true,43894,88,CACSVM-12354.local,178
2013/11/27 13:31:40.239,3070,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-75,true,64261,87,CACSVM-12354.local,152
2013/11/27 13:31:42.371,948,Get main.css,200,OK,Thread Group 1-86,true,47605,83,CACSVM-12354.local,88
2013/11/27 13:31:39.211,4129,Get Antonio-Light.ttf,200,OK,Thread Group 1-33,true,46906,932,CACSVM-12354.local,169
2013/11/27 13:31:42.798,593,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-9,true,2898,370,CACSVM-12354.local,58
2013/11/27 13:31:38.653,4766,Get Roboto-Medium.woff,200,OK,Thread Group 1-94,true,70569,384,CACSVM-12354.local,124
2013/11/27 13:31:37.079,6342,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-84,true,64261,398,CACSVM-12354.local,113
2013/11/27 13:31:39.573,3869,Call ajax,200,OK,Thread Group 1-58,true,168374,61,CACSVM-12354.local,187
2013/11/27 13:31:41.335,2107,Call ajax,200,OK,Thread Group 1-38,true,168395,84,CACSVM-12354.local,198
2013/11/27 13:31:40.940,2530,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-4,true,64261,69,CACSVM-12354.local,141
2013/11/27 13:31:43.050,461,Get Antonio-Regular.tff,200,OK,Thread Group 1-1,true,48286,95,CACSVM-12354.local,195
2013/11/27 13:31:40.554,2957,Get img-s49281a147f.png,200,OK,Thread Group 1-98,true,24351,541,CACSVM-12354.local,139
2013/11/27 13:31:42.829,710,Get main.css,200,OK,Thread Group 1-57,true,47605,85,CACSVM-12354.local,112
2013/11/27 13:31:36.834,6707,Get main.css,200,OK,Thread Group 1-82,true,47605,514,CACSVM-12354.local,84
2013/11/27 13:31:43.512,61,Get show image,200,OK,Thread Group 1-98,true,29825,31,CACSVM-12354.local,139
2013/11/27 13:31:42.990,599,Get Antonio-Light.woff,200,OK,Thread Group 1-80,true,43894,97,CACSVM-12354.local,171
2013/11/27 13:31:42.909,680,Get Antonio-Light.woff,200,OK,Thread Group 1-25,true,43894,79,CACSVM-12354.local,166
2013/11/27 13:31:39.156,4435,Call ajax,200,OK,Thread Group 1-24,true,168374,79,CACSVM-12354.local,189
2013/11/27 13:31:37.291,6327,Get html,200,OK,Thread Group 1-88,true,168381,87,CACSVM-12354.local,186
2013/11/27 13:31:42.984,734,Get Antonio-Regular.woff,200,OK,Thread Group 1-36,true,43430,96,CACSVM-12354.local,36
2013/11/27 13:31:42.443,1276,Get img-s49281a147f.png,200,OK,Thread Group 1-21,true,24351,65,CACSVM-12354.local,127
2013/11/27 13:31:38.650,5090,Get Antonio-Regular.tff,200,OK,Thread Group 1-78,true,48286,1126,CACSVM-12354.local,170
2013/11/27 13:31:43.512,228,Get Antonio-Light.ttf,200,OK,Thread Group 1-1,true,46906,92,CACSVM-12354.local,195
2013/11/27 13:31:36.615,7133,Get Roboto-Medium.woff,200,OK,Thread Group 1-43,true,70569,72,CACSVM-12354.local,116
2013/11/27 13:31:43.573,185,Get spinner.gif,200,OK,Thread Group 1-98,true,6863,60,CACSVM-12354.local,139
2013/11/27 13:31:42.624,1135,Get Antonio-Regular.tff,200,OK,Thread Group 1-53,true,48286,79,CACSVM-12354.local,190
2013/11/27 13:31:42.140,1636,Call ajax,200,OK,Thread Group 1-23,true,168374,90,CACSVM-12354.local,200
2013/11/27 13:31:43.719,62,Get show image,200,OK,Thread Group 1-21,true,29825,33,CACSVM-12354.local,127
2013/11/27 13:31:28.447,15365,Get Roboto-Light.woff,200,OK,Thread Group 1-5,true,71137,8973,CACSVM-12354.local,109
2013/11/27 13:31:42.640,1176,Get Roboto-Light.woff,200,OK,Thread Group 1-62,true,71137,90,CACSVM-12354.local,156
2013/11/27 13:31:43.758,77,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-98,true,2898,77,CACSVM-12354.local,139
2013/11/27 13:31:40.155,3686,Get Antonio-Light.ttf,200,OK,Thread Group 1-48,true,46906,375,CACSVM-12354.local,175
2013/11/27 13:31:40.181,3689,Get Roboto-Medium.woff,200,OK,Thread Group 1-15,true,70569,71,CACSVM-12354.local,149
2013/11/27 13:31:43.200,703,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-8,true,2898,416,CACSVM-12354.local,119
2013/11/27 13:31:41.333,2634,Get Antonio-Light.ttf,200,OK,Thread Group 1-2,true,46906,75,CACSVM-12354.local,173
2013/11/27 13:31:42.173,1810,Get Antonio-Regular.tff,200,OK,Thread Group 1-74,true,48286,110,CACSVM-12354.local,179
2013/11/27 13:31:43.419,567,Get Antonio-Light.woff,200,OK,Thread Group 1-94,true,43894,89,CACSVM-12354.local,124
2013/11/27 13:31:41.108,2878,Call ajax,200,OK,Thread Group 1-47,true,168374,93,CACSVM-12354.local,197
2013/11/27 13:31:42.861,1133,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-99,true,64261,80,CACSVM-12354.local,188
2013/11/27 13:31:43.443,570,Get Antonio-Regular.tff,200,OK,Thread Group 1-38,true,48286,90,CACSVM-12354.local,198
2013/11/27 13:31:42.691,1330,Get img-s49281a147f.png,200,OK,Thread Group 1-12,true,24351,83,CACSVM-12354.local,128
2013/11/27 13:31:44.022,59,Get show image,200,OK,Thread Group 1-12,true,29825,31,CACSVM-12354.local,128
2013/11/27 13:31:42.190,1908,Call ajax,200,OK,Thread Group 1-69,true,168374,96,CACSVM-12354.local,201
2013/11/27 13:31:40.423,3681,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-20,true,64261,98,CACSVM-12354.local,167
2013/11/27 13:31:40.451,3655,Get Antonio-Light.ttf,200,OK,Thread Group 1-16,true,46906,99,CACSVM-12354.local,160
2013/11/27 13:31:43.017,1135,Get main.css,200,OK,Thread Group 1-87,true,47605,93,CACSVM-12354.local,89
2013/11/27 13:31:41.011,3145,Get main.css,200,OK,Thread Group 1-68,true,47605,1378,CACSVM-12354.local,121
2013/11/27 13:31:42.763,1485,Call ajax,200,OK,Thread Group 1-72,true,168374,67,CACSVM-12354.local,204
2013/11/27 13:31:43.816,467,Get Roboto-Medium.woff,200,OK,Thread Group 1-62,true,70569,89,CACSVM-12354.local,156
2013/11/27 13:31:43.058,1252,Get Antonio-Regular.tff,200,OK,Thread Group 1-26,true,48286,108,CACSVM-12354.local,145
2013/11/27 13:31:43.619,694,Call ajax,200,OK,Thread Group 1-88,true,168374,64,CACSVM-12354.local,186
2013/11/27 13:31:38.975,5361,Get Roboto-Light.woff,200,OK,Thread Group 1-49,true,71137,93,CACSVM-12354.local,163
2013/11/27 13:31:39.772,4564,Call ajax,200,OK,Thread Group 1-30,true,168374,92,CACSVM-12354.local,184
2013/11/27 13:31:42.140,2225,Get Antonio-Light.ttf,200,OK,Thread Group 1-39,true,46906,89,CACSVM-12354.local,172
2013/11/27 13:31:43.748,650,Get Antonio-Light.woff,200,OK,Thread Group 1-43,true,43894,67,CACSVM-12354.local,116
2013/11/27 13:31:43.986,431,Get Antonio-Regular.woff,200,OK,Thread Group 1-94,true,43430,67,CACSVM-12354.local,124
2013/11/27 13:31:43.781,674,Get spinner.gif,200,OK,Thread Group 1-21,true,6863,343,CACSVM-12354.local,127
2013/11/27 13:31:41.657,2810,Get Antonio-Regular.tff,200,OK,Thread Group 1-81,true,48286,89,CACSVM-12354.local,193
2013/11/27 13:31:39.197,5288,Get Antonio-Regular.woff,200,OK,Thread Group 1-60,true,43430,1026,CACSVM-12354.local,61
2013/11/27 13:31:40.565,3946,Get Antonio-Regular.woff,200,OK,Thread Group 1-92,true,43430,78,CACSVM-12354.local,94
2013/11/27 13:31:44.099,412,Get Antonio-Regular.tff,200,OK,Thread Group 1-69,true,48286,58,CACSVM-12354.local,201
2013/11/27 13:31:44.455,59,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-21,true,2898,59,CACSVM-12354.local,127
2013/11/27 13:31:43.987,541,Get Antonio-Regular.tff,200,OK,Thread Group 1-47,true,48286,82,CACSVM-12354.local,197
2013/11/27 13:31:43.208,1333,Get Antonio-Regular.woff,200,OK,Thread Group 1-29,true,43430,361,CACSVM-12354.local,178
2013/11/27 13:31:43.590,964,Get Antonio-Regular.woff,200,OK,Thread Group 1-80,true,43430,58,CACSVM-12354.local,171
2013/11/27 13:31:44.284,316,Get Antonio-Light.woff,200,OK,Thread Group 1-62,true,43894,80,CACSVM-12354.local,156
2013/11/27 13:31:44.417,199,Get img-s49281a147f.png,200,OK,Thread Group 1-94,true,24351,79,CACSVM-12354.local,124
2013/11/27 13:31:41.106,3581,Get html,200,OK,Thread Group 1-97,true,168374,94,CACSVM-12354.local,202
2013/11/27 13:31:44.616,74,Get show image,200,OK,Thread Group 1-94,true,29825,37,CACSVM-12354.local,124
2013/11/27 13:31:41.832,2884,Get Roboto-Light.woff,200,OK,Thread Group 1-64,true,71137,79,CACSVM-12354.local,137
2013/11/27 13:31:44.690,83,Get spinner.gif,200,OK,Thread Group 1-94,true,6863,83,CACSVM-12354.local,124
2013/11/27 13:31:44.541,278,Get img-s49281a147f.png,200,OK,Thread Group 1-29,true,24351,76,CACSVM-12354.local,178
2013/11/27 13:31:43.968,866,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-2,true,64261,74,CACSVM-12354.local,173
2013/11/27 13:31:44.774,73,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-94,true,2898,73,CACSVM-12354.local,124
2013/11/27 13:31:39.488,5389,Call ajax,200,OK,Thread Group 1-71,true,168374,426,CACSVM-12354.local,185
2013/11/27 13:31:44.819,60,Get show image,200,OK,Thread Group 1-29,true,29825,30,CACSVM-12354.local,178
2013/11/27 13:31:40.798,4091,Get Antonio-Light.ttf,200,OK,Thread Group 1-11,true,46906,523,CACSVM-12354.local,147
2013/11/27 13:31:44.486,417,Get img-s49281a147f.png,200,OK,Thread Group 1-60,true,24351,56,CACSVM-12354.local,61
2013/11/27 13:31:44.512,423,Get Antonio-Light.ttf,200,OK,Thread Group 1-69,true,46906,61,CACSVM-12354.local,201
2013/11/27 13:31:44.106,841,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-16,true,64261,77,CACSVM-12354.local,160
2013/11/27 13:31:44.880,82,Get spinner.gif,200,OK,Thread Group 1-29,true,6863,82,CACSVM-12354.local,178
2013/11/27 13:31:44.601,362,Get Antonio-Regular.woff,200,OK,Thread Group 1-62,true,43430,75,CACSVM-12354.local,156
2013/11/27 13:31:44.555,421,Get img-s49281a147f.png,200,OK,Thread Group 1-80,true,24351,75,CACSVM-12354.local,171
2013/11/27 13:31:43.310,1667,Get Roboto-Light.woff,200,OK,Thread Group 1-75,true,71137,348,CACSVM-12354.local,152
2013/11/27 13:31:40.644,4348,Get main.css,200,OK,Thread Group 1-73,true,47605,68,CACSVM-12354.local,75
2013/11/27 13:31:44.908,90,Get show image,200,OK,Thread Group 1-60,true,29825,57,CACSVM-12354.local,61
2013/11/27 13:31:44.528,479,Get Antonio-Light.ttf,200,OK,Thread Group 1-47,true,46906,70,CACSVM-12354.local,197
2013/11/27 13:31:44.963,74,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-29,true,2898,74,CACSVM-12354.local,178
2013/11/27 13:31:44.977,60,Get show image,200,OK,Thread Group 1-80,true,29825,30,CACSVM-12354.local,171
2013/11/27 13:31:44.511,537,Get img-s49281a147f.png,200,OK,Thread Group 1-92,true,24351,61,CACSVM-12354.local,94
2013/11/27 13:31:43.422,1627,Get Roboto-Light.woff,200,OK,Thread Group 1-84,true,71137,87,CACSVM-12354.local,113
2013/11/27 13:31:44.082,1025,Get spinner.gif,200,OK,Thread Group 1-12,true,6863,69,CACSVM-12354.local,128
2013/11/27 13:31:41.857,3260,Call ajax,200,OK,Thread Group 1-54,true,168380,59,CACSVM-12354.local,199
2013/11/27 13:31:43.012,2121,Get Roboto-Light.woff,200,OK,Thread Group 1-77,true,71137,98,CACSVM-12354.local,155
2013/11/27 13:31:45.053,85,Get show image,200,OK,Thread Group 1-92,true,29825,55,CACSVM-12354.local,94
2013/11/27 13:31:39.636,5510,Get Roboto-Light.woff,200,OK,Thread Group 1-37,true,71137,78,CACSVM-12354.local,134
2013/11/27 13:31:45.107,62,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-12,true,2898,62,CACSVM-12354.local,128
2013/11/27 13:31:43.777,1395,Get Antonio-Regular.tff,200,OK,Thread Group 1-23,true,48286,407,CACSVM-12354.local,200
2013/11/27 13:31:44.311,908,Get Antonio-Light.ttf,200,OK,Thread Group 1-26,true,46906,85,CACSVM-12354.local,145
2013/11/27 13:31:43.984,1239,Get Antonio-Light.ttf,200,OK,Thread Group 1-74,true,46906,67,CACSVM-12354.local,179
2013/11/27 13:31:38.968,6339,Get main.css,200,OK,Thread Group 1-56,true,47605,74,CACSVM-12354.local,56
2013/11/27 13:31:43.759,1578,Get Antonio-Light.ttf,200,OK,Thread Group 1-53,true,46906,76,CACSVM-12354.local,190
2013/11/27 13:31:42.159,3188,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-100,true,64261,101,CACSVM-12354.local,154
2013/11/27 13:31:43.341,2008,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-33,true,64261,70,CACSVM-12354.local,169
2013/11/27 13:31:43.590,1813,Get Antonio-Regular.woff,200,OK,Thread Group 1-25,true,43430,57,CACSVM-12354.local,166
2013/11/27 13:31:44.878,551,Get Antonio-Regular.tff,200,OK,Thread Group 1-71,true,48286,83,CACSVM-12354.local,185
2013/11/27 13:31:45.117,332,Get Antonio-Regular.tff,200,OK,Thread Group 1-54,true,48286,69,CACSVM-12354.local,199
2013/11/27 13:31:43.443,2017,Get Antonio-Regular.tff,200,OK,Thread Group 1-58,true,48286,90,CACSVM-12354.local,187
2013/11/27 13:31:43.836,1649,Get main.css,200,OK,Thread Group 1-98,true,47605,94,CACSVM-12354.local,139
2013/11/27 13:31:44.014,1503,Get Antonio-Light.ttf,200,OK,Thread Group 1-38,true,46906,353,CACSVM-12354.local,198
2013/11/27 13:31:34.655,10892,Call ajax,200,OK,Thread Group 1-10,true,168381,532,CACSVM-12354.local,164
2013/11/27 13:31:34.987,10575,Get img-s49281a147f.png,200,OK,Thread Group 1-41,true,24351,965,CACSVM-12354.local,138
2013/11/27 13:31:43.903,1659,Get main.css,200,OK,Thread Group 1-8,true,47605,83,CACSVM-12354.local,119
2013/11/27 13:31:45.562,66,Get show image,200,OK,Thread Group 1-41,true,29825,35,CACSVM-12354.local,138
2013/11/27 13:31:43.392,2246,Get main.css,200,OK,Thread Group 1-9,true,47605,80,CACSVM-12354.local,58
2013/11/27 13:31:44.399,1265,Get Antonio-Regular.woff,200,OK,Thread Group 1-43,true,43430,71,CACSVM-12354.local,116
2013/11/27 13:31:42.272,3441,Get Antonio-Light.ttf,200,OK,Thread Group 1-28,true,46906,72,CACSVM-12354.local,182
2013/11/27 13:31:44.964,779,Get img-s49281a147f.png,200,OK,Thread Group 1-62,true,24351,70,CACSVM-12354.local,156
2013/11/27 13:31:44.999,749,Get spinner.gif,200,OK,Thread Group 1-60,true,6863,376,CACSVM-12354.local,61
2013/11/27 13:31:45.138,612,Get spinner.gif,200,OK,Thread Group 1-92,true,6863,378,CACSVM-12354.local,94
2013/11/27 13:31:44.249,1531,Get Antonio-Regular.tff,200,OK,Thread Group 1-72,true,48286,85,CACSVM-12354.local,204
2013/11/27 13:31:45.629,152,Get spinner.gif,200,OK,Thread Group 1-41,true,6863,93,CACSVM-12354.local,138
2013/11/27 13:31:45.744,70,Get show image,200,OK,Thread Group 1-62,true,29825,38,CACSVM-12354.local,156
2013/11/27 13:31:45.748,76,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-60,true,2898,76,CACSVM-12354.local,61
2013/11/27 13:31:45.750,88,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-92,true,2898,88,CACSVM-12354.local,94
2013/11/27 13:31:45.782,74,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-41,true,2898,74,CACSVM-12354.local,138
2013/11/27 13:31:44.847,1014,Get main.css,200,OK,Thread Group 1-94,true,47605,71,CACSVM-12354.local,124
2013/11/27 13:31:43.741,2123,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-1,true,64261,65,CACSVM-12354.local,195
2013/11/27 13:31:42.670,3220,Get Antonio-Regular.woff,200,OK,Thread Group 1-42,true,43430,76,CACSVM-12354.local,129
2013/11/27 13:31:42.312,3637,Get Roboto-Light.woff,200,OK,Thread Group 1-51,true,71137,85,CACSVM-12354.local,151
2013/11/27 13:31:45.429,523,Get Antonio-Light.ttf,200,OK,Thread Group 1-71,true,46906,80,CACSVM-12354.local,185
2013/11/27 13:31:45.814,144,Get spinner.gif,200,OK,Thread Group 1-62,true,6863,73,CACSVM-12354.local,156
2013/11/27 13:31:43.718,2297,Get img-s49281a147f.png,200,OK,Thread Group 1-36,true,24351,68,CACSVM-12354.local,36
2013/11/27 13:31:44.977,1039,Get Roboto-Medium.woff,200,OK,Thread Group 1-75,true,70569,85,CACSVM-12354.local,152
2013/11/27 13:31:44.152,1924,Get html,200,OK,Thread Group 1-87,true,168374,93,CACSVM-12354.local,208
2013/11/27 13:31:46.021,94,Get show image,200,OK,Thread Group 1-36,true,29825,56,CACSVM-12354.local,36
2013/11/27 13:31:43.208,2923,Get Antonio-Regular.tff,200,OK,Thread Group 1-70,true,48286,408,CACSVM-12354.local,177
2013/11/27 13:31:44.157,1988,Get html,200,OK,Thread Group 1-68,true,168388,88,CACSVM-12354.local,209
2013/11/27 13:31:43.169,2991,Get Roboto-Light.woff,200,OK,Thread Group 1-7,true,71137,70,CACSVM-12354.local,126
2013/11/27 13:31:44.688,1479,Call ajax,200,OK,Thread Group 1-97,true,168402,86,CACSVM-12354.local,202
2013/11/27 13:31:40.522,5728,Get Roboto-Light.woff,200,OK,Thread Group 1-89,true,71137,89,CACSVM-12354.local,144
2013/11/27 13:31:46.115,138,Get spinner.gif,200,OK,Thread Group 1-36,true,6863,74,CACSVM-12354.local,36
2013/11/27 13:31:41.477,4781,Get main.css,200,OK,Thread Group 1-40,true,47605,88,CACSVM-12354.local,133
2013/11/27 13:31:38.105,8176,Get Antonio-Regular.tff,200,OK,Thread Group 1-44,true,48286,1294,CACSVM-12354.local,153
2013/11/27 13:31:44.467,1839,Get Antonio-Light.ttf,200,OK,Thread Group 1-81,true,46906,72,CACSVM-12354.local,193
2013/11/27 13:31:45.172,1157,Get Antonio-Light.ttf,200,OK,Thread Group 1-23,true,46906,76,CACSVM-12354.local,200
2013/11/27 13:31:42.692,3638,Get main.css,200,OK,Thread Group 1-83,true,47605,984,CACSVM-12354.local,85
2013/11/27 13:31:44.337,2020,Get Antonio-Regular.tff,200,OK,Thread Group 1-30,true,48286,379,CACSVM-12354.local,184
2013/11/27 13:31:37.255,9127,Get Roboto-Light.woff,200,OK,Thread Group 1-17,true,71137,92,CACSVM-12354.local,118
2013/11/27 13:31:43.539,2864,Get html,200,OK,Thread Group 1-57,true,168374,397,CACSVM-12354.local,206
2013/11/27 13:31:45.170,1243,Get main.css,200,OK,Thread Group 1-12,true,47605,77,CACSVM-12354.local,128
2013/11/27 13:31:45.856,588,Get main.css,200,OK,Thread Group 1-41,true,47605,73,CACSVM-12354.local,138
2013/11/27 13:31:43.542,2947,Get html,200,OK,Thread Group 1-82,true,168374,502,CACSVM-12354.local,207
2013/11/27 13:31:45.403,1086,Get img-s49281a147f.png,200,OK,Thread Group 1-25,true,24351,74,CACSVM-12354.local,166
2013/11/27 13:31:44.947,1555,Get Roboto-Light.woff,200,OK,Thread Group 1-16,true,71137,74,CACSVM-12354.local,160
2013/11/27 13:31:41.719,4797,Get Antonio-Light.woff,200,OK,Thread Group 1-34,true,43894,100,CACSVM-12354.local,122
2013/11/27 13:31:46.490,64,Get show image,200,OK,Thread Group 1-25,true,29825,35,CACSVM-12354.local,166
2013/11/27 13:31:45.133,1428,Get Roboto-Medium.woff,200,OK,Thread Group 1-77,true,70569,350,CACSVM-12354.local,155
2013/11/27 13:31:45.518,1044,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-38,true,64261,84,CACSVM-12354.local,198
2013/11/27 13:31:45.950,649,Get Roboto-Medium.woff,200,OK,Thread Group 1-51,true,70569,88,CACSVM-12354.local,151
2013/11/27 13:31:43.994,2624,Get Roboto-Light.woff,200,OK,Thread Group 1-99,true,71137,348,CACSVM-12354.local,188
2013/11/27 13:31:40.240,6384,Get Antonio-Light.woff,200,OK,Thread Group 1-31,true,43894,85,CACSVM-12354.local,123
2013/11/27 13:31:40.041,6584,Get Roboto-Light.woff,200,OK,Thread Group 1-95,true,71137,70,CACSVM-12354.local,157
2013/11/27 13:31:42.881,3760,Get Roboto-Light.woff,200,OK,Thread Group 1-55,true,71137,82,CACSVM-12354.local,150
2013/11/27 13:31:45.664,979,Get img-s49281a147f.png,200,OK,Thread Group 1-43,true,24351,352,CACSVM-12354.local,116
2013/11/27 13:31:43.321,3328,Get html,200,OK,Thread Group 1-86,true,168381,355,CACSVM-12354.local,205
2013/11/27 13:31:42.591,4083,Get Roboto-Medium.woff,200,OK,Thread Group 1-91,true,70569,75,CACSVM-12354.local,130
2013/11/27 13:31:45.349,1350,Get Roboto-Light.woff,200,OK,Thread Group 1-33,true,71137,67,CACSVM-12354.local,169
2013/11/27 13:31:42.776,3923,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-67,true,64261,81,CACSVM-12354.local,146
2013/11/27 13:31:46.643,66,Get show image,200,OK,Thread Group 1-43,true,29825,32,CACSVM-12354.local,116
2013/11/27 13:31:38.648,8152,Call ajax,200,OK,Thread Group 1-66,true,168374,1034,CACSVM-12354.local,162
2013/11/27 13:31:46.709,159,Get spinner.gif,200,OK,Thread Group 1-43,true,6863,85,CACSVM-12354.local,116
2013/11/27 13:31:43.177,3752,Get xfinity_sans_icons_v1.0.woff,200,OK,Thread Group 1-6,true,64261,80,CACSVM-12354.local,142
2013/11/27 13:31:46.869,71,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-43,true,2898,71,CACSVM-12354.local,116
2013/11/27 13:31:46.358,596,Get Antonio-Light.ttf,200,OK,Thread Group 1-30,true,46906,74,CACSVM-12354.local,184
2013/11/27 13:31:42.236,4736,Get Antonio-Regular.tff,200,OK,Thread Group 1-35,true,48286,332,CACSVM-12354.local,196
2013/11/27 13:31:45.450,1550,Get Antonio-Light.ttf,200,OK,Thread Group 1-54,true,46906,84,CACSVM-12354.local,199
2013/11/27 13:31:42.455,4574,Get Roboto-Light.woff,200,OK,Thread Group 1-61,true,71137,82,CACSVM-12354.local,174
2013/11/27 13:31:45.958,1149,Get logo_seeit_splash_ipad.png,200,OK,Thread Group 1-62,true,2898,941,CACSVM-12354.local,156
2013/11/27 13:31:45.049,2108,Get Roboto-Medium.woff,200,OK,Thread Group 1-84,true,70569,937,CACSVM-12354.local,113
